ID	VALUE
1121583	416
1121587	0
1121591	0
1121595	160
1121599	2100
1121603	1436
1121607	5893
1121611	0
1121615	0
1121619	362
1121623	0
1121627	0
1121631	40
1121635	0
1121639	0
1121643	0
1121647	0
1121651	555
1121655	0
1121659	225
1121663	0
1121667	0
1121671	0
1121675	0
1121679	0
1121683	0
1121687	356
1121691	534
1121695	0
1121699	135
1121703	0
1121707	0
1121711	0
1121715	0
1121719	0
1121723	0
1121727	165
1121731	0
1121735	0
1121739	0
1121743	0
1121747	0
1121751	0
1121755	0
1121759	0
1121763	0
1121767	0
1121771	1111
1121775	0
1121779	0
1121783	0
1121787	0
1121791	0
1121795	0
1121799	0
1121803	0
1121807	1576
1121811	744
1121815	420
1121819	935
1121823	0
1121827	515
1121831	0
1121835	0
1121839	990
1121843	0
1121847	0
1121851	245
1121855	0
1121859	0
1121863	25
1121867	375
1121871	0
1121875	31
1121879	0
1121883	494
1121887	0
1121891	108
1121895	0
1121899	50
1121903	0
1121907	125
1121911	0
1121915	0
1121919	36
1121923	128
1121927	251
1121931	5192
1121935	469
1121939	0
1121943	558
1121947	251
1121951	0
1121955	0
1121959	0
1121963	0
1121967	0
1121971	227
1121975	4791
1121979	0
1121983	795
1121987	0
1121991	0
1121995	1631
1121999	0
1122003	58
1122007	170
1122011	10
1122015	354
1122019	89
1122023	665
1122027	0
1122031	0
1122035	10
1122039	0
1122043	0
1122047	0
1122051	35
1122055	0
1122059	0
1122063	0
1122067	0
1122071	0
1122075	0
1122079	0
1122083	0
1122087	0
1122091	131
1122095	1996
1122099	0
1122103	0
1122107	206
1122111	0
1122115	0
1122119	0
1122123	0
1122127	0
1122131	3017
1122135	3450
1122139	400
1122143	6184
1122147	274
1122151	290
1122155	0
1122159	658
1122163	6553
1122167	0
1122171	0
1122175	1677
1122179	0
1122183	190
1122187	0
1122191	155
1122195	0
1122199	195
1122203	774
1122207	2129
1122211	122
1122215	0
1122219	0
1122223	183
1122227	0
1122231	538
1122235	0
1122239	0
1122243	0
1122247	1336
1122251	850
