MONTH,STORECODE,QTY,VALUE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M2,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M2,P9,8,152,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M2,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK +
M2,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M2,P9,8,279,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,P1,2,70,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,ANCHOR HEALTH,ANCHOR,ANCHOR
M1,P1,2,64,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,CIBACA,CIBACA TOP
M1,P1,4,210,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P1,35,861,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P1,33,546,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P1,3,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P1,4,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P1,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P1,12,171,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P1,5,54,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK +
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,ANCHOR HEALTH,ANCHOR,ANCHOR
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,ANCHOR HEALTH,ANCHOR,ANCHOR GEL
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,CIBACA,CIBACA TOP
M1,P2,1,90,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT WITH NEEM
M1,P2,12,536,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P2,1,92,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRESH PEPERMINT ICE
M1,P2,13,446,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SNSTV COL SNSTV PR-RLF,COLGATE SENSITIVE EVERDY PRTCN
M1,P2,8,46,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P2,1,92,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE TOTAL,COLGATE TOTAL ADVANCED HEALTH
M1,P2,6,194,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,P2,1,20,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P2,4,338,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,PROMISE,PROMISE
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HIMALAYA DRUG,HIMALAYA,HIMALAYA COMPLETE CARE
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HIMALAYA DRUG,HIMALAYA,HIMALAYA SPARKLING WHITE
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP DIAMOND ATTRACTION
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP LEMON MINT
M1,P2,3,178,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2 IN 1
M1,P2,2,188,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2IN1 CVTY PRTCTN
M1,P2,1,52,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT XPERT PRTCN GUM CARE
M1,P2,3,125,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PROCTER & GAMBLE,ORAL-B,ORAL-B ALL-ROUNDER HEALTHY 32
M1,P2,2,175,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,VICCO LABS,VICCO,VICCO VAJRADANTI
M1,P3,1,27,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,CIBACA,CIBACA TOP
M1,P3,44,1347,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P3,24,738,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P3,11,36,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P3,17,479,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P3,5,109,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P3,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
M1,P3,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP DIAMOND ATTRACTION
M1,P3,19,345,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P3,19,267,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P4,2,95,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P4,50,1375,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P4,37,726,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P4,3,58,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P4,4,58,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,P4,3,226,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P4,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED GEL AYURVEDIC
M1,P4,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P4,9,490,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P4,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT CLOVE AND SALT
M1,P4,2,19,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P4,2,77,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,P5,77,2442,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P5,71,1007,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P5,59,924,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P5,29,497,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P6,2,105,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P6,30,1131,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P6,1,99,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRESH PEPERMINT ICE
M1,P6,1,21,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P6,1,21,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P6,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE TOTAL,COLGATE TOTAL ADVANCED HEALTH
M1,P6,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,OTHER COLGATE,COLGATE HERBAL
M1,P6,1,49,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,P6,3,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P6,8,523,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P6,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
M1,P6,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HIMALAYA DRUG,HIMALAYA,HIMALAYA HERBAL
M1,P6,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HIMALAYA DRUG,HIMALAYA,HIMALAYA SPARKLING WHITE
M1,P6,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP FIRE-FREEZE
M1,P6,2,109,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P6,1,101,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2IN1 CVTY PRTCTN
M1,P6,11,152,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P6,4,209,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,P6,2,186,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,VICCO LABS,VICCO,VICCO VAJRADANTI
M1,P7,3,62,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P7,76,2513,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P7,24,331,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P7,5,52,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,P7,40,1087,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P7,8,166,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P7,1,26,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
M1,P7,14,643,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P7,3,152,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2IN1 CVTY PRTCTN
M1,P7,4,41,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P10,18,774,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P10,2,20,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P10,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SNSTV COL SNSTV PR-RLF,COLGATE SENSITIVE ORIGINAL
M1,P10,4,10,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P10,10,100,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,P10,11,180,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P10,7,200,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P10,3,432,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P10,16,328,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P10,22,485,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,ANCHOR HEALTH,ANCHOR,ANCHOR GEL
M1,P8,6,207,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P8,2,153,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT WITH NEEM
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTV SALT HW WITH LMN
M1,P8,55,1836,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P8,10,347,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE KIDS,COLGATE KIDS 2-5 BUBBLEFRUIT
M1,P8,1,37,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE KIDS,COLGATE KIDS 2-5 STRAWBERRY
M1,P8,1,92,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRESH PEPERMINT ICE
M1,P8,6,136,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P8,26,852,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P8,3,276,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE TOTAL,COLGATE TOTAL ADVANCED HEALTH
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE TOTAL,COLGATE TTL CHARCOAL DEEP CLN
M1,P8,3,165,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED GEL AYURVEDIC
M1,P8,4,226,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,PROMISE,PROMISE
M1,P8,2,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE DEEP CLEAN
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE HERBAL MULTI CARE
M1,P8,2,230,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE RAPID RELIEF
M1,P8,2,130,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,AYUSH ANTI CAVITY CLOVE OIL
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,AYUSH CARDAMOM
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,LEVER AYUSH,AYUSH ROCK SALT
M1,P8,2,143,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2IN1 CVTY PRTCTN
M1,P8,7,412,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P8,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT-G
M1,P8,3,164,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,VICCO LABS,VICCO,VICCO VAJRADANTI
M1,P9,1,19,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,P9,44,870,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,P9,44,1208,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M1,P9,6,58,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,P9,17,401,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED GEL AYURVEDIC
M1,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,P9,4,130,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK +
M1,P9,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,P9,14,435,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M3,P1,13,545,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M3,P1,18,180,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M3,P1,3,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M3,P1,1,85,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE TOTAL,COLGATE TOTAL ADVANCED HEALTH
M3,P1,3,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M3,P1,15,1137,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M3,P1,10,140,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M3,P1,2,20,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK +
M3,P2,4,126,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,ANCHOR HEALTH,ANCHOR,ANCHOR
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,CIBACA,CIBACA TOP
M3,P2,1,47,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT WITH NEEM
M3,P2,20,899,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M3,P2,3,267,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRESH PEPERMINT ICE
M3,P2,9,319,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M3,P2,2,213,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SNSTV COL SNSTV PR-RLF,COLGATE SENSITIVE EVERDY PRTCN
M3,P2,1,45,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE SWARNA VEDSHAKTI,COLGATE SWARNA VEDSHAKTI
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE TOTAL,COLGATE TOTAL ADVANCED HEALTH
M3,P2,1,43,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M3,P2,5,285,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M3,P2,3,190,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,PROMISE,PROMISE
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HIMALAYA DRUG,HIMALAYA,HIMALAYA COMPLETE CARE
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HIMALAYA DRUG,HIMALAYA,HIMALAYA SPARKLING WHITE
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP DIAMOND ATTRACTION
M3,P2,0,0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP LEMON MINT
M3,P2,3,145,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M3,P2,1,47,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2 IN 1
